Score,Summary,Bert_Loss,Bert_Logits,Bert_Labels,roberta_Loss,roberta_Logits,roberta_Labels,albert_Loss,albert_Logits,albert_Labels
0,So awful I can barely describe,"tensor(0., grad_fn=<NllLossBackward>)","tensor([[24.9648,  5.5950,  2.6274, -5.3854,  0.2994]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.3931, grad_fn=<NllLossBackward>)","tensor([[32.3440, 30.5558, 38.7351, -3.1144, 12.2757]],
       grad_fn=<AddmmBackward>)",2
0,Very Dissapointed,"tensor(7.7438, grad_fn=<NllLossBackward>)","tensor([[ 3.0366,  6.1470,  3.0789, 10.7697, -1.5785]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(10.3569, grad_fn=<NllLossBackward>)","tensor([[27.6750, 30.2776, 38.0290, -0.0909, 32.0079]],
       grad_fn=<AddmmBackward>)",2
0,what quantity is it!,"tensor(2.0995, grad_fn=<NllLossBackward>)","tensor([[16.9844,  9.8868, 11.0856, 10.4154, 18.9525]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(5.2079, grad_fn=<NllLossBackward>)","tensor([[34.7539, 24.1206, 39.9562, -9.1647,  0.9890]],
       grad_fn=<AddmmBackward>)",2
0,Never Arrived,"tensor(7.0339, grad_fn=<NllLossBackward>)","tensor([[ 6.9746,  2.6194,  2.1072,  7.4938, 14.0061]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.1419, grad_fn=<NllLossBackward>)","tensor([[  5.2145,   5.1250,  16.3564,  -6.0723, -13.4416]],
       grad_fn=<AddmmBackward>)",2
0,AWFUL,"tensor(1.1921e-07, grad_fn=<NllLossBackward>)","tensor([[ 22.3819,   0.7832, -11.2074,  -0.6230,   6.5131]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3517, grad_fn=<NllLossBackward>)","tensor([[  5.0730,   5.1034,  16.4247,  -5.7657, -14.4447]],
       grad_fn=<AddmmBackward>)",2
0,Does not taste very good,"tensor(5.5795, grad_fn=<NllLossBackward>)","tensor([[13.9381, 15.4840, 19.0554, 18.4638,  9.7446]],
       grad_fn=<AddmmBackward>)",2,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.1390, grad_fn=<NllLossBackward>)","tensor([[28.4283, 24.8195, 36.5669, -1.6936,  4.1527]],
       grad_fn=<AddmmBackward>)",2
0,No no,"tensor(1.4901e-05, grad_fn=<NllLossBackward>)","tensor([[23.0887, 11.6905,  1.3508, -1.6086, 10.5707]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.2629, grad_fn=<NllLossBackward>)","tensor([[  5.1857,   5.1072,  16.4486,  -5.8538, -14.3854]],
       grad_fn=<AddmmBackward>)",2
0,Bitter,"tensor(3.3226, grad_fn=<NllLossBackward>)","tensor([[ 6.9388,  1.7731,  3.5273, 10.2224,  3.1131]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3263, grad_fn=<NllLossBackward>)","tensor([[  5.1546,   5.1816,  16.4809,  -5.8597, -14.1275]],
       grad_fn=<AddmmBackward>)",2
0,Waste of money,"tensor(0., grad_fn=<NllLossBackward>)","tensor([[27.0634,  3.1351, -6.0779, -4.9409,  8.2873]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(8.3446e-06, grad_fn=<NllLossBackward>)","tensor([[36.4070, 21.8681, 24.6474, -6.8294, 12.7752]],
       grad_fn=<AddmmBackward>)",0
0,MSG Ham Base,"tensor(10.5032, grad_fn=<NllLossBackward>)","tensor([[ 4.0894, -3.2194,  4.1646,  6.7336, 14.5921]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(10.4944, grad_fn=<NllLossBackward>)","tensor([[14.3389,  0.3782, 24.8333,  6.7738, -1.9876]],
       grad_fn=<AddmmBackward>)",2
0,poor item packaging,"tensor(0., grad_fn=<NllLossBackward>)","tensor([[35.3763, 13.3090,  7.1384, -7.3362,  3.5392]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(0.5870, grad_fn=<NllLossBackward>)","tensor([[26.1580, 18.4389, 25.9325, -3.6564, 13.1370]],
       grad_fn=<AddmmBackward>)",0
0,Awful,"tensor(1.1921e-07, grad_fn=<NllLossBackward>)","tensor([[ 22.3819,   0.7832, -11.2074,  -0.6230,   6.5131]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3517, grad_fn=<NllLossBackward>)","tensor([[  5.0730,   5.1034,  16.4247,  -5.7657, -14.4447]],
       grad_fn=<AddmmBackward>)",2
0,disappointing,"tensor(4.0479, grad_fn=<NllLossBackward>)","tensor([[  6.4418,   7.5619, -13.8161,   9.8984,   9.5097]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3130, grad_fn=<NllLossBackward>)","tensor([[  5.1369,   5.1770,  16.4499,  -5.9129, -13.7704]],
       grad_fn=<AddmmBackward>)",2
0,Look elsewhere for your whole grains,"tensor(1.1372, grad_fn=<NllLossBackward>)","tensor([[10.9538,  2.0523,  2.0990,  7.4274, 11.6902]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.9675, grad_fn=<NllLossBackward>)","tensor([[23.7069, 28.6014, 35.6511,  0.8197, 31.8650]],
       grad_fn=<AddmmBackward>)",2
0,Maybe the worst chips ever.,"tensor(9.6965, grad_fn=<NllLossBackward>)","tensor([[ 3.7328, -2.5064, -3.8539, 12.8286, 12.6340]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(4.8503, grad_fn=<NllLossBackward>)","tensor([[32.6719, 26.6539, 37.5143, -5.2559,  1.3338]],
       grad_fn=<AddmmBackward>)",2
0,Surprise 1  It's different...,"tensor(19.1261, grad_fn=<NllLossBackward>)","tensor([[ 3.2896,  6.0749,  3.8512, 22.4145, 15.6199]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.3621, grad_fn=<NllLossBackward>)","tensor([[29.1126, 31.7752, 41.4746, -4.1245, 16.6264]],
       grad_fn=<AddmmBackward>)",2
0,"I have had better ""Jalapeno Kettle Chips""","tensor(8.5104, grad_fn=<NllLossBackward>)","tensor([[ 4.9649,  2.0488,  1.7623, 13.4751,  1.3280]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(12.8894, grad_fn=<NllLossBackward>)","tensor([[26.4108, 36.1785, 35.3555, -2.3958, 39.2346]],
       grad_fn=<AddmmBackward>)",4
0,They changed the Chips now they taste horrible,"tensor(0., grad_fn=<NllLossBackward>)","tensor([[30.7430,  4.7042,  3.8728, -3.9721,  5.9333]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(7.7750, grad_fn=<NllLossBackward>)","tensor([[30.9956, 37.9347, 38.2016, -1.1078, 20.5220]],
       grad_fn=<AddmmBackward>)",2
0,Gone down hill,"tensor(1.4816, grad_fn=<NllLossBackward>)","tensor([[ 8.4036,  3.0288, -4.9284,  5.4940,  9.6097]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(6.1736, grad_fn=<NllLossBackward>)","tensor([[31.1209, 30.1488, 37.2916, -4.0671, 17.5442]],
       grad_fn=<AddmmBackward>)",2
0,completely ripped off,"tensor(4.6492e-06, grad_fn=<NllLossBackward>)","tensor([[18.8018,  4.1699, -6.4675,  0.7502,  6.4042]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(5.7092, grad_fn=<NllLossBackward>)","tensor([[28.4178, 28.0897, 34.1213,  1.4097, 13.6405]],
       grad_fn=<AddmmBackward>)",2
0,STALE.  Beware buying these on special!,"tensor(25.6398, grad_fn=<NllLossBackward>)","tensor([[ 3.3865, -2.8962,  1.7391, 28.6577, 27.8497]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(2.5529, grad_fn=<NllLossBackward>)","tensor([[ 29.3590,   0.2768,  31.8308,  -8.2367, -21.8614]],
       grad_fn=<AddmmBackward>)",2
0,USED to be my favorite chips,"tensor(14.1943, grad_fn=<NllLossBackward>)","tensor([[ 0.1169,  0.1070,  0.9706, 14.0309, 12.9022]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(7.2980, grad_fn=<NllLossBackward>)","tensor([[30.9729, 30.4807, 38.2698, -3.0546, 13.5058]],
       grad_fn=<AddmmBackward>)",2
0,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips...","tensor(13.3532, grad_fn=<NllLossBackward>)","tensor([[13.9101,  4.6230, 22.8720, 27.2508,  6.3780]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(22.8294, grad_fn=<NllLossBackward>)","tensor([[21.2440, 31.3448, 44.0734,  4.1144, 17.4088]],
       grad_fn=<AddmmBackward>)",2
0,Disgusting,"tensor(0.0028, grad_fn=<NllLossBackward>)","tensor([[ 14.3946,   2.8792, -13.8298,   3.9268,   8.5203]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.2642, grad_fn=<NllLossBackward>)","tensor([[  5.2433,   5.2340,  16.5074,  -5.8398, -14.3263]],
       grad_fn=<AddmmBackward>)",2
0,Over-fried,"tensor(8.7211, grad_fn=<NllLossBackward>)","tensor([[ 5.3154,  4.0318, -7.4471, 11.2095, 13.9753]],
       grad_fn=<AddmmBackward>)",4,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(7.8029, grad_fn=<NllLossBackward>)","tensor([[25.1308, 11.6437, 32.9333, -1.1740, -7.4221]],
       grad_fn=<AddmmBackward>)",2
0,VERY DISAPPOINTED,"tensor(0.0278, grad_fn=<NllLossBackward>)","tensor([[10.0725,  6.0802,  1.0161,  5.2108,  3.8141]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.3290, grad_fn=<NllLossBackward>)","tensor([[  5.2240,   5.1328,  16.5529,  -5.7912, -14.6798]],
       grad_fn=<AddmmBackward>)",2
0,dripping in oil,"tensor(0.0041, grad_fn=<NllLossBackward>)","tensor([[ 12.0561,   4.6435, -12.2020,   6.1420,   4.9640]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(4.7577, grad_fn=<NllLossBackward>)","tensor([[27.4665, 27.4439, 32.2071,  0.1843,  5.6841]],
       grad_fn=<AddmmBackward>)",2
0,Chips,"tensor(10.0259, grad_fn=<NllLossBackward>)","tensor([[  2.8857,   5.1065, -12.2537,  12.8252,  10.4152]],
       grad_fn=<AddmmBackward>)",3,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.1880, grad_fn=<NllLossBackward>)","tensor([[  5.1165,   5.0981,  16.3045,  -5.9805, -13.4081]],
       grad_fn=<AddmmBackward>)",2
0,Garbage,"tensor(8.3446e-07, grad_fn=<NllLossBackward>)","tensor([[18.5073,  4.1801, -4.3127, -0.0250,  3.2844]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(11.1436, grad_fn=<NllLossBackward>)","tensor([[  5.1986,   5.0595,  16.3421,  -6.0108, -13.6507]],
       grad_fn=<AddmmBackward>)",2
0,They're Not Madhouse Munchies!!!,"tensor(0.2093, grad_fn=<NllLossBackward>)","tensor([[20.0128,  5.3120, -0.3062,  7.1531, 18.5554]],
       grad_fn=<AddmmBackward>)",0,"tensor(115.4766, grad_fn=<NllLossBackward>)","tensor([[ 14.0496, 116.7102, 126.1496, 129.4914, 112.9396]],
       grad_fn=<AddmmBackward>)",3,"tensor(3.9510, grad_fn=<NllLossBackward>)","tensor([[36.4574, 39.5921, 39.7897, -7.4932, 14.4202]],
       grad_fn=<AddmmBackward>)",2
